
Mils, PCT
  126094 , 64.86 
  126194 , 64.94 
  126296 , 65.02 
  126396 , 65.10 
  126497 , 65.18 
  126598 , 65.26 
  126699 , 65.34 
  126799 , 65.42 
  126901 , 65.50 
  127001 , 65.58 
  127101 , 65.66 
  127203 , 65.74 
  127303 , 65.82 
  127405 , 65.90 
  127505 , 65.98 
  127606 , 66.06 
  127707 , 66.14 
  127808 , 66.22 
  127908 , 66.30 
  128010 , 66.38 
  128110 , 66.46 
  128211 , 66.54 
  128312 , 66.62 
  128413 , 66.70 
  128514 , 66.78 
  128615 , 66.86 
  128715 , 66.94 
  128817 , 67.02 
  128917 , 67.10 
  129018 , 67.18 
  129119 , 67.26 
  129219 , 67.34 
  129320 , 67.42 
  129421 , 67.50 
  129522 , 67.58 
  129623 , 67.66 
  129724 , 67.74 
  129824 , 67.82 
  129926 , 67.90 
  130026 , 67.98 
  130127 , 68.06 
  130228 , 68.14 
  130329 , 68.22 
  130429 , 68.30 
  130531 , 68.38 
  130631 , 68.46 
  130733 , 68.54 
  130833 , 68.62 
  130934 , 68.70 
  131035 , 68.78 
  131136 , 68.86 
  131236 , 68.94 
  131338 , 69.02 
  131438 , 69.10 
  131538 , 69.18 
  131640 , 69.26 
  131740 , 69.34 
  131842 , 69.42 
  131942 , 69.50 
  132043 , 69.58 
  132144 , 69.66 
  132245 , 69.74 
  132345 , 69.82 
  132447 , 69.90 
  132547 , 69.98 
  132648 , 70.06 
  132749 , 70.14 
  132850 , 70.22 
  132951 , 70.30 
  133052 , 70.38 
  133152 , 70.46 
  133254 , 70.54 
  133354 , 70.62 
  133455 , 70.70 
  133556 , 70.78 
  133656 , 70.86 
  133757 , 70.94 
  133858 , 71.02 
  133959 , 71.10 
  134060 , 71.18 
  134161 , 71.26 
  134261 , 71.34 
  134363 , 71.42 
  134463 , 71.49 
  134564 , 71.57 
  134665 , 71.65 
  134766 , 71.73 
  134866 , 71.81 
  134968 , 71.88 
  135068 , 71.96 
  135170 , 72.04 
  135270 , 72.12 
  135371 , 72.20 
  135472 , 72.27 
  135573 , 72.35 
  135673 , 72.43 
  135775 , 72.51 
  135875 , 72.59 
  135975 , 72.66 
  136077 , 72.74 
  136177 , 72.82 
  136279 , 72.90 
  136379 , 72.98 
  136480 , 73.05 
  136581 , 73.13 
  136682 , 73.21 
  136782 , 73.29 
  136884 , 73.37 
  136984 , 73.45 
  137085 , 73.53 
  137186 , 73.61 
  137287 , 73.69 
  137388 , 73.77 
  137489 , 73.85 
  137589 , 73.93 
  137691 , 74.01 
  137791 , 74.09 
  137892 , 74.17 
  137993 , 74.25 
  138094 , 74.33 
  138194 , 74.41 
  138295 , 74.49 
  138396 , 74.57 
  138497 , 74.65 
  138598 , 74.73 
  138698 , 74.81 
  138800 , 74.89 
  138900 , 74.97 
  139001 , 75.05 
  139102 , 75.13 
  139203 , 75.20 
  139303 , 75.28 
  139405 , 75.36 
  139505 , 75.44 
  139607 , 75.52 
  139707 , 75.60 
  139808 , 75.68 
  139909 , 75.75 
  140010 , 75.83 
  140110 , 75.91 
  140212 , 75.99 
  140312 , 76.07 
  140413 , 76.14 
  140514 , 76.22 
  140614 , 76.30 
  140716 , 76.38 
  140816 , 76.45 
  140917 , 76.53 
  141018 , 76.61 
  141119 , 76.68 
  141219 , 76.76 
  141321 , 76.84 
  141421 , 76.91 
  141522 , 76.99 
  141623 , 77.07 
  141724 , 77.15 
  141825 , 77.23 
  141926 , 77.30 
  142026 , 77.38 
  142128 , 77.46 
  142228 , 77.54 
  142329 , 77.62 
  142430 , 77.69 
  142531 , 77.77 
  142631 , 77.85 
  142733 , 77.93 
  142833 , 78.01 
  142934 , 78.09 
  143035 , 78.16 
  143135 , 78.24 
  143237 , 78.32 
  143337 , 78.40 
  143438 , 78.46 
  143539 , 78.53 
  143640 , 78.60 
  143740 , 78.66 
  143842 , 78.73 
  143942 , 78.79 
  144044 , 78.86 
  144144 , 78.93 
  144245 , 78.99 
  144346 , 79.06 
  144447 , 79.12 
  144547 , 79.19 
  144649 , 79.25 
  144749 , 79.31 
  144850 , 79.38 
  144951 , 79.44 
  145052 , 79.51 
  145153 , 79.57 
  145253 , 79.64 
  145354 , 79.70 
  145455 , 79.77 
  145556 , 79.84 
  145656 , 79.90 
  145758 , 79.97 
  145858 , 80.03 
  145959 , 80.10 
  146060 , 80.17 
  146161 , 80.23 
  146262 , 80.30 
  146363 , 80.36 
  146463 , 80.43 
  146565 , 80.49 
  146665 , 80.56 
  146766 , 80.62 
  146867 , 80.69 
  146968 , 80.75 
  147068 , 80.81 
  147170 , 80.88 
  147270 , 80.94 
  147371 , 81.01 
  147472 , 81.07 
  147572 , 81.13 
  147674 , 81.20 
  147774 , 81.26 
  147875 , 81.33 
  147976 , 81.39 
  148077 , 81.45 
  148177 , 81.52 
  148279 , 81.58 
  148379 , 81.65 
  148481 , 81.71 
  148581 , 81.77 
  148682 , 81.83 
  148783 , 81.89 
  148884 , 81.95 
  148984 , 82.01 
  149086 , 82.07 
  149186 , 82.12 
  149287 , 82.18 
  149388 , 82.24 
  149489 , 82.29 
  149590 , 82.35 
  149690 , 82.41 
  149791 , 82.46 
  149892 , 82.52 
  149993 , 82.57 
  150093 , 82.63 
  150195 , 82.69 
  150295 , 82.74 
  150396 , 82.80 
  150497 , 82.85 
  150598 , 82.91 
  150699 , 82.97 
  150800 , 83.02 
  150900 , 83.08 
  151002 , 83.14 
  151102 , 83.20 
  151203 , 83.25 
  151304 , 83.31 
  151405 , 83.37 
  151505 , 83.43 
  151607 , 83.48 
  151707 , 83.54 
  151809 , 83.60 
  151909 , 83.65 
  152009 , 83.71 
  152111 , 83.76 
  152211 , 83.82 
  152312 , 83.88 
  152413 , 83.93 
  152514 , 83.99 
  152614 , 84.05 
  152716 , 84.11 
  152816 , 84.17 
  152918 , 84.22 
  153018 , 84.28 
  153119 , 84.34 
  153220 , 84.40 
  153321 , 84.46 
  153421 , 84.51 
  153523 , 84.57 
  153623 , 84.63 
  153724 , 84.69 
  153825 , 84.75 
  153926 , 84.80 
  154027 , 84.86 
  154128 , 84.92 
  154228 , 84.98 
  154330 , 85.04 
  154430 , 85.09 
  154530 , 85.15 
  154632 , 85.21 
  154732 , 85.27 
  154833 , 85.33 
  154934 , 85.38 
  155035 , 85.44 
  155136 , 85.50 
  155237 , 85.56 
  155337 , 85.62 
  155439 , 85.67 
  155539 , 85.73 
  155640 , 85.79 
  155741 , 85.85 
  155842 , 85.91 
  155942 , 85.96 
  156044 , 86.02 
  156144 , 86.08 
  156246 , 86.14 
  156346 , 86.20 
  156447 , 86.25 
  156548 , 86.31 
  156649 , 86.37 
  156749 , 86.43 
  156850 , 86.49 
  156951 , 86.54 
  157051 , 86.60 
  157153 , 86.66 
  157253 , 86.72 
  157355 , 86.78 
  157455 , 86.83 
  157556 , 86.89 
  157657 , 86.95 
  157758 , 87.01 
  157858 , 87.07 
  157960 , 87.12 
  158060 , 87.18 
  158161 , 87.24 
  158262 , 87.30 
  158363 , 87.36 
  158464 , 87.41 
  158565 , 87.47 
  158665 , 87.53 
  158767 , 87.59 
  158867 , 87.65 
  158968 , 87.70 
  159069 , 87.76 
  159169 , 87.82 
  159270 , 87.88 
  159371 , 87.94 
  159472 , 87.99 
  159572 , 88.05 
  159674 , 88.11 
  159774 , 88.17 
  159876 , 88.23 
  159976 , 88.28 
  160077 , 88.34 
  160178 , 88.40 
  160279 , 88.46 
  160379 , 88.52 
  160481 , 88.57 
  160581 , 88.63 
  160683 , 88.69 
  160783 , 88.75 
  160884 , 88.81 
  160985 , 88.86 
  161086 , 88.92 
  161186 , 88.98 
  161288 , 89.04 
  161388 , 89.10 
  161488 , 89.15 
  161590 , 89.21 
  161690 , 89.27 
  161792 , 89.33 
  161892 , 89.39 
  161993 , 89.44 
  162094 , 89.50 
  162195 , 89.56 
  162295 , 89.62 
  162397 , 89.68 
  162497 , 89.73 
  162598 , 89.79 
  162699 , 89.85 
  162800 , 89.91 
  162900 , 89.97 
  163002 , 90.02 
  163102 , 90.08 
  163204 , 90.14 
  163304 , 90.20 
  163405 , 90.26 
  163506 , 90.31 
  163607 , 90.37 
  163707 , 90.43 
  163808 , 90.49 
  163909 , 90.55 
  164009 , 90.60 
  164111 , 90.66 
  164211 , 90.72 
  164313 , 90.78 
  164413 , 90.84 
  164514 , 90.89 
  164615 , 90.95 
  164716 , 91.01 
  164816 , 91.07 
  164918 , 91.13 
  165018 , 91.18 
  165120 , 91.24 
  165220 , 91.30 
  165321 , 91.36 
  165422 , 91.42 
  165523 , 91.47 
  165623 , 91.53 
  165725 , 91.59 
  165825 , 91.65 
  165925 , 91.71 
  166027 , 91.76 
  166127 , 91.82 
  166228 , 91.88 
  166329 , 91.94 
  166430 , 92.00 
  166531 , 92.05 
  166632 , 92.11 
  166732 , 92.17 
  166834 , 92.23 
  166934 , 92.29 
  167035 , 92.34 
  167136 , 92.40 
  167237 , 92.46 
  167337 , 92.52 
  167439 , 92.58 
  167539 , 92.63 
  167641 , 92.69 
  167741 , 92.75 
  167842 , 92.81 
  167943 , 92.87 
  168043 , 92.92 
  168144 , 92.98 
  168245 , 93.04 
  168346 , 93.10 
  168446 , 93.16 
  168548 , 93.21 
  168648 , 93.27 
  168750 , 93.33 
  168850 , 93.39 
  168951 , 93.45 
  169052 , 93.50 
  169153 , 93.56 
  169253 , 93.62 
  169355 , 93.68 
  169455 , 93.74 
  169556 , 93.79 
  169657 , 93.85 
  169758 , 93.91 
  169859 , 93.97 
  169960 , 94.03 
  170060 , 94.08 
  170161 , 94.14 
  170262 , 94.20 
  170362 , 94.26 
  170464 , 94.31 
  170564 , 94.37 
  170665 , 94.43 
  170766 , 94.49 
  170867 , 94.55 
  170968 , 94.60 
  171069 , 94.66 
  171169 , 94.72 
  171271 , 94.78 
  171371 , 94.84 
  171472 , 94.89 
  171573 , 94.95 
  171674 , 95.01 
  171774 , 95.07 
  171876 , 95.13 
  171976 , 95.18 
  172078 , 95.24 
  172178 , 95.30 
  172279 , 95.36 
  172380 , 95.42 
  172480 , 95.47 
  172581 , 95.53 
  172682 , 95.59 
  172783 , 95.65 
  172883 , 95.71 
  172985 , 95.76 
  173085 , 95.82 
  173187 , 95.88 
  173287 , 95.94 
  173388 , 96.00 
  173489 , 96.05 
  173590 , 96.11 
  173690 , 96.17 
  173792 , 96.23 
  173892 , 96.29 
  173993 , 96.34 
  174094 , 96.40 
  174195 , 96.46 
  174296 , 96.52 
  174397 , 96.58 
  174497 , 96.63 
  174599 , 96.69 
  174699 , 96.75 
  174799 , 96.81 
  174901 , 96.87 
  175001 , 96.92 
  175102 , 96.98 
  175203 , 97.04 
  175304 , 97.10 
  175405 , 97.16 
  175506 , 97.21 
  175606 , 97.27 
  175708 , 97.33 
  175808 , 97.39 
  175909 , 97.45 
  176010 , 97.50 
  176111 , 97.56 
  176211 , 97.62 
  176313 , 97.68 
  176413 , 97.74 
  176515 , 97.79 
  176615 , 97.85 
  176716 , 97.91 
  176817 , 97.97 
  176918 , 98.03 
  177018 , 98.08 
  177119 , 98.14 
  177220 , 98.20 
  177320 , 98.26 
  177422 , 98.32 
  177522 , 98.37 
  177624 , 98.43 
  177724 , 98.49 
  177825 , 98.55 
  177926 , 98.61 
  178027 , 98.66 
  178127 , 98.72 
  178229 , 98.78 
  178329 , 98.84 
  178430 , 98.90 
  178531 , 98.95 
  178632 , 99.01 
  178733 , 99.07 
  178834 , 99.13 
  178934 , 99.19 
  179036 , 99.24 
  179136 , 99.30 
  179237 , 99.36 
  179338 , 99.42 
  179438 , 99.48 
  179539 , 99.53 
  179640 , 99.59 
  179741 , 99.65 
  179842 , 99.71 
  179943 , 99.77 
  180043 , 99.82 
  180145 , 99.88 
  180245 , 99.94 
  180346 , 100.00 
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
FULLY CHARGED
