Mils, PCT
 73540 , 0.42 
 73640 , 0.42 
 73742 , 0.42 
 73842 , 0.42 
 73943 , 0.42 
 74044 , 0.42 
 74144 , 0.42 
 74246 , 0.42 
 74346 , 0.42 
 74446 , 0.42 
 74548 , 0.42 
 74648 , 0.42 
 74749 , 0.42 
 74850 , 0.42 
 74950 , 0.42 
 75052 , 0.42 
 75152 , 0.42 
 75252 , 0.42 
 75354 , 0.42 
 75454 , 0.42 
 75555 , 0.42 
 75656 , 0.42 
 75756 , 0.42 
 75857 , 0.42 
 75958 , 0.42 
 76059 , 0.42 
 76160 , 0.42 
 76260 , 0.42 
 76361 , 0.42 
 76462 , 0.42 
 76562 , 0.42 
 76663 , 0.42 
 76764 , 0.42 
 76865 , 0.42 
 76965 , 0.42 
 77066 , 0.42 
 77167 , 0.42 
 77267 , 0.42 
 77369 , 0.42 
 77469 , 0.42 
 77570 , 0.42 
 77671 , 0.42 
 77771 , 0.42 
 77873 , 0.42 
 77973 , 0.42 
 78073 , 0.42 
 78175 , 0.42 
 78275 , 0.42 
 78375 , 0.42 
 78477 , 0.42 
 78577 , 0.42 
 78679 , 0.42 
 78779 , 0.42 
 78879 , 0.42 
 78981 , 0.42 
 79081 , 0.42 
 79182 , 0.42 
 79283 , 0.42 
 79383 , 0.42 
 79484 , 0.42 
 79585 , 0.42 
 79686 , 0.42 
 79787 , 0.42 
 79887 , 0.42 
 79988 , 0.42 
 80089 , 0.42 
 80189 , 0.42 
 80290 , 0.42 
 80391 , 0.42 
 80492 , 0.42 
 80592 , 0.42 
 80693 , 0.42 
 80794 , 0.42 
 80894 , 0.42 
 80996 , 0.42 
 81096 , 0.42 
 81197 , 0.42 
 81298 , 0.42 
 81398 , 0.42 
 81499 , 0.42 
 81600 , 0.42 
 81700 , 0.42 
 81802 , 0.42 
 81902 , 0.42 
 82002 , 0.42 
 82104 , 0.42 
 82204 , 0.42 
 82306 , 0.42 
 82406 , 0.42 
 82506 , 0.42 
 82608 , 0.42 
 82708 , 0.42 
 82809 , 0.42 
 82910 , 0.42 
 83010 , 0.42 
 83111 , 0.42 
 83212 , 0.42 
 83312 , 0.42 
 83414 , 0.42 
 83514 , 0.42 
 83615 , 0.42 
 83716 , 0.42 
 83816 , 0.42 
 83917 , 0.42 
 84018 , 0.42 
 84119 , 0.42 
 84219 , 0.42 
 84320 , 0.42 
 84421 , 0.42 
 84521 , 0.42 
 84622 , 0.42 
 84723 , 0.42 
 84824 , 0.42 
 84925 , 0.42 
 85025 , 0.42 
 85126 , 0.42 
 85227 , 0.42 
 85327 , 0.42 
 85429 , 0.42 
 85529 , 0.42 
 85629 , 0.42 
 85731 , 0.42 
 85831 , 0.42 
 85933 , 0.42 
 86033 , 0.42 
 86133 , 0.42 
 86235 , 0.42 
 86335 , 0.42 
 86435 , 0.42 
 86537 , 0.42 
 86637 , 0.42 
 86738 , 0.42 
 86839 , 0.42 
 86939 , 0.42 
 87041 , 0.42 
 87141 , 0.42 
 87242 , 0.42 
 87343 , 0.42 
 87443 , 0.42 
 87544 , 0.42 
 87645 , 0.42 
 87746 , 0.42 
 87846 , 0.42 
 87947 , 0.42 
 88048 , 0.42 
 88148 , 0.42 
 88249 , 0.42 
 88350 , 0.42 
 88451 , 0.42 
 88552 , 0.42 
 88652 , 0.42 
 88753 , 0.42 
 88854 , 0.42 
 88954 , 0.42 
 89056 , 0.42 
 89156 , 0.42 
 89256 , 0.42 
 89358 , 0.42 
 89458 , 0.42 
 89559 , 0.42 
 89660 , 0.42 
 89760 , 0.42 
 89862 , 0.42 
 89962 , 0.42 
 90062 , 0.42 
 90164 , 0.42 
 90264 , 0.42 
 90365 , 0.42 
 90466 , 0.42 
 90566 , 0.42 
 90668 , 0.42 
 90768 , 0.42 
 90869 , 0.42 
 90970 , 0.42 
 91070 , 0.42 
 91171 , 0.42 
 91272 , 0.42 
 91372 , 0.42 
 91473 , 0.42 
 91574 , 0.42 
 91675 , 0.42 
 91776 , 0.42 
 91876 , 0.42 
 91977 , 0.42 
 92078 , 0.42 
 92179 , 0.42 
 92279 , 0.42 
 92380 , 0.42 
 92481 , 0.42 
 92581 , 0.42 
 92683 , 0.42 
 92783 , 0.42 
 92883 , 0.42 
 92985 , 0.42 
 93085 , 0.42 
 93186 , 0.42 
 93287 , 0.42 
 93387 , 0.42 
 93489 , 0.42 
 93589 , 0.42 
 93689 , 0.42 
 93791 , 0.42 
 93891 , 0.42 
 93992 , 0.42 
 94093 , 0.42 
 94193 , 0.42 
 94295 , 0.42 
 94395 , 0.42 
 94495 , 0.42 
 94597 , 0.42 
 94697 , 0.42 
 94798 , 0.42 
 94899 , 0.42 
 94999 , 0.42 
 95100 , 0.42 
 95201 , 0.42 
 95302 , 0.42 
 95403 , 0.42 
 95503 , 0.42 
 95604 , 0.42 
 95705 , 0.42 
 95806 , 0.42 
 95906 , 0.42 
 96007 , 0.42 
 96108 , 0.42 
 96208 , 0.42 
 96309 , 0.42 
 96410 , 0.42 
 96510 , 0.42 
 96612 , 0.42 
 96712 , 0.42 
 96813 , 0.42 
 96914 , 0.42 
 97014 , 0.42 
 97116 , 0.42 
 97216 , 0.42 
 97316 , 0.42 
 97418 , 0.42 
 97518 , 0.42 
 97619 , 0.42 
 97720 , 0.42 
 97820 , 0.42 
 97922 , 0.42 
 98022 , 0.42 
 98122 , 0.42 
 98224 , 0.42 
 98324 , 0.42 
 98425 , 0.42 
 98526 , 0.42 
 98626 , 0.42 
 98727 , 0.42 
 98828 , 0.42 
 98929 , 0.42 
 99030 , 0.42 
 99130 , 0.42 
 99231 , 0.42 
 99332 , 0.42 
 99432 , 0.42 
 99533 , 0.42 
 99634 , 0.42 
 99735 , 0.42 
 99835 , 0.42 
 99936 , 0.42 
 100037 , 0.42 
 100137 , 0.42 
 100239 , 0.42 
 100339 , 0.42 
 100441 , 0.42 
 100541 , 0.42 
 100641 , 0.42 
 100743 , 0.42 
 100843 , 0.42 
 100944 , 0.42 
 101045 , 0.42 
 101146 , 0.42 
 101246 , 0.42 
 101347 , 0.42 
 101448 , 0.42 
 101549 , 0.42 
 101650 , 0.42 
 101750 , 0.42 
 101852 , 0.42 
 101952 , 0.42 
 102052 , 0.42 
 102154 , 0.42 
 102254 , 0.42 
 102355 , 0.42 
 102456 , 0.42 
 102557 , 0.42 
 102658 , 0.42 
 102758 , 0.42 
 102859 , 0.42 
 102960 , 0.42 
 103061 , 0.42 
 103161 , 0.42 
 103263 , 0.42 
 103363 , 0.42 
 103463 , 0.42 
 103565 , 0.42 
 103665 , 0.42 
 103767 , 0.42 
 103867 , 0.42 
 103968 , 0.42 
 104069 , 0.42 
 104169 , 0.42 
 104270 , 0.42 
 104371 , 0.42 
 104472 , 0.42 
 104572 , 0.42 
 104674 , 0.42 
 104774 , 0.42 
 104875 , 0.42 
 104976 , 0.42 
 105076 , 0.42 
 105178 , 0.42 
 105278 , 0.42 
 105379 , 0.42 
 105480 , 0.42 
 105580 , 0.42 
 105681 , 0.42 
 105782 , 0.42 
 105883 , 0.42 
 105984 , 0.42 
 106085 , 0.42 
 106185 , 0.42 
 106286 , 0.42 
 106387 , 0.42 
 106487 , 0.42 
 106589 , 0.42 
 106689 , 0.42 
 106790 , 0.42 
 106891 , 0.42 
 106991 , 0.42 
 107092 , 0.42 
 107193 , 0.42 
 107294 , 0.42 
 107395 , 0.42 
 107496 , 0.42 
 107596 , 0.42 
 107697 , 0.42 
 107798 , 0.42 
 107898 , 0.42 
 108000 , 0.42 
 108100 , 0.42 
 108201 , 0.42 
 108302 , 0.42 
 108402 , 0.42 
 108504 , 0.42 
 108604 , 0.42 
 108705 , 0.42 
 108806 , 0.42 
 108907 , 0.42 
 109007 , 0.42 
 109108 , 0.42 
 109209 , 0.42 
 109309 , 0.42 
 109411 , 0.42 
 109511 , 0.42 
 109613 , 0.42 
 109713 , 0.42 
 109813 , 0.42 
 109915 , 0.42 
 110015 , 0.42 
 110116 , 0.42 
 110217 , 0.42 
 110318 , 0.42 
 110418 , 0.42 
 110519 , 0.42 
 110620 , 0.42 
 110721 , 0.42 
 110822 , 0.42 
 110922 , 0.42 
 111024 , 0.42 
 111124 , 0.42 
 111224 , 0.42 
 111326 , 0.42 
 111426 , 0.42 
 111527 , 0.42 
 111628 , 0.42 
 111729 , 0.42 
 111830 , 0.42 
 111930 , 0.42 
 112031 , 0.42 
 112132 , 0.42 
 112233 , 0.42 
 112333 , 0.42 
 112435 , 0.42 
 112535 , 0.42 
 112636 , 0.42 
 112737 , 0.42 
 112837 , 0.42 
 112939 , 0.42 
 113039 , 0.42 
 113140 , 0.42 
 113241 , 0.42 
 113342 , 0.42 
 113442 , 0.42 
 113543 , 0.42 
 113644 , 0.42 
 113744 , 0.42 
 113846 , 0.42 
 113946 , 0.42 
 114048 , 0.42 
 114148 , 0.42 
 114248 , 0.42 
 114350 , 0.42 
 114450 , 0.42 
 114551 , 0.42 
 114652 , 0.42 
 114753 , 0.42 
 114853 , 0.42 
 114954 , 0.42 
 115055 , 0.42 
 115155 , 0.42 
 115257 , 0.42 
 115357 , 0.42 
 115459 , 0.42 
 115559 , 0.42 
 115659 , 0.42 
 115761 , 0.42 
 115861 , 0.42 
 115962 , 0.42 
 116063 , 0.42 
 116164 , 0.42 
 116264 , 0.42 
 116365 , 0.42 
 116466 , 0.42 
 116567 , 0.42 
 116668 , 0.42 
 116768 , 0.42 
 116870 , 0.42 
 116970 , 0.42 
 117070 , 0.42 
 117172 , 0.42 
 117272 , 0.42 
 117373 , 0.42 
 117474 , 0.42 
 117575 , 0.42 
 117676 , 0.42 
 117776 , 0.42 
 117877 , 0.42 
 117978 , 0.42 
 118079 , 0.42 
 118179 , 0.42 
 118281 , 0.42 
 118381 , 0.42 
 118481 , 0.42 
 118583 , 0.42 
 118683 , 0.42 
 118785 , 0.42 
 118885 , 0.42 
 118986 , 0.42 
 119087 , 0.42 
 119187 , 0.42 
 119288 , 0.42 
 119389 , 0.42 
 119490 , 0.42 
 119590 , 0.42 
 119692 , 0.42 
 119792 , 0.42 
 119892 , 0.42 
 119994 , 0.42 
 120094 , 0.42 
 120196 , 0.42 
 120296 , 0.42 
 120397 , 0.42 
 120498 , 0.42 
 120598 , 0.42 
 120699 , 0.42 
 120800 , 0.42 
 120901 , 0.42 
 121001 , 0.42 
 121103 , 0.42 
 121203 , 0.42 
 121304 , 0.42 
 121405 , 0.42 
 121505 , 0.42 
 121607 , 0.42 
 121707 , 0.42 
 121808 , 0.42 
 121909 , 0.42 
 122009 , 0.42 
 122110 , 0.42 
 122211 , 0.42 
 122312 , 0.42 
 122413 , 0.42 
 122514 , 0.42 
 122614 , 0.42 
 122715 , 0.42 
 122816 , 0.42 
 122916 , 0.42 
 123018 , 0.42 
 123118 , 0.42 
 123219 , 0.42 
 123320 , 0.42 
 123420 , 0.42 
 123522 , 0.42 
 123622 , 0.42 
 123723 , 0.42 
 123824 , 0.42 
 123925 , 0.42 
 124025 , 0.42 
 124126 , 0.42 
 124227 , 0.42 
 124327 , 0.42 
 124429 , 0.42 
 124529 , 0.42 
 124631 , 0.42 
 124731 , 0.42 
 124831 , 0.42 
 124933 , 0.42 
 125033 , 0.42 
 125134 , 0.42 
 125235 , 0.42 
 125336 , 0.42 
 125436 , 0.42 
 125537 , 0.42 
 125638 , 0.42 
 125739 , 0.42 
 125840 , 0.42 
 125940 , 0.42 
 126042 , 0.42 
 126142 , 0.42 
 126242 , 0.42 
 126344 , 0.42 
 126444 , 0.42 
 126545 , 0.42 
 126646 , 0.42 
 126747 , 0.42 
 126848 , 0.42 
 126948 , 0.42 
 127049 , 0.42 
 127150 , 0.42 
 127251 , 0.42 
 127351 , 0.42 
 127453 , 0.42 
 127553 , 0.42 
 127653 , 0.42 
 127755 , 0.42 
 127855 , 0.42 
 127956 , 0.42 
