Mils, Light_Value, Delay_Value
  4970358  , 22  , 50
  4970462  , 22  , 50
  4970565  , 22  , 50
  4970669  , 22  , 50
  4970772  , 22  , 50
  4970875  , 22  , 50
  4970978  , 22  , 50
  4971081  , 22  , 50
  4971185  , 22  , 50
  4971288  , 22  , 50
  4971392  , 22  , 50
  4971495  , 22  , 50
  4971598  , 22  , 50
  4971701  , 22  , 50
  4971804  , 22  , 50
  4971908  , 22  , 50
  4972011  , 22  , 50
  4972114  , 22  , 50
  4972218  , 22  , 50
  4972321  , 22  , 50
  4972424  , 22  , 50
  4972527  , 22  , 50
  4972631  , 22  , 50
  4972734  , 22  , 50
  4972837  , 22  , 50
  4972941  , 22  , 50
  4973044  , 22  , 50
  4973147  , 22  , 50
  4973250  , 22  , 50
  4973353  , 22  , 50
  4973457  , 22  , 50
  4973560  , 22  , 50
  4973664  , 22  , 50
  4973767  , 22  , 50
  4973870  , 22  , 50
  4973973  , 22  , 50
  4974076  , 22  , 50
  4974180  , 22  , 50
  4974283  , 22  , 50
  4974387  , 22  , 50
  4974490  , 22  , 50
  4974593  , 22  , 50
  4974696  , 22  , 50
  4974799  , 22  , 50
  4974903  , 22  , 50
  4975006  , 22  , 50
  4975110  , 22  , 50
  4975213  , 22  , 50
  4975315  , 22  , 50
  4975419  , 22  , 50
  4975522  , 22  , 50
  4975626  , 22  , 50
  4975729  , 22  , 50
  4975833  , 22  , 50
  4975936  , 22  , 50
  4976038  , 22  , 50
  4976142  , 22  , 50
  4976245  , 22  , 50
  4976349  , 22  , 50
  4976452  , 22  , 50
  4976556  , 22  , 50
  4976659  , 23  , 50
  4976761  , 22  , 70
  4976905  , 22  , 70
  4977048  , 22  , 70
  4977191  , 22  , 70
  4977335  , 22  , 70
  4977478  , 22  , 70
  4977622  , 22  , 70
  4977765  , 22  , 70
  4977908  , 22  , 70
  4978052  , 22  , 70
  4978195  , 22  , 70
  4978338  , 22  , 70
  4978481  , 22  , 70
  4978624  , 22  , 70
  4978767  , 22  , 70
  4978911  , 22  , 70
  4979054  , 22  , 70
  4979197  , 22  , 70
  4979341  , 22  , 70
  4979484  , 22  , 70
  4979628  , 22  , 70
  4979771  , 22  , 70
  4979914  , 22  , 70
  4980058  , 22  , 70
  4980201  , 22  , 70
  4980343  , 22  , 70
  4980487  , 22  , 70
  4980630  , 22  , 70
  4980773  , 22  , 70
  4980917  , 22  , 70
  4981060  , 22  , 70
  4981203  , 22  , 70
  4981347  , 22  , 70
  4981490  , 22  , 70
  4981634  , 22  , 70
  4981777  , 22  , 70
  4981920  , 22  , 70
  4982064  , 22  , 70
  4982206  , 22  , 70
  4982349  , 22  , 70
  4982493  , 22  , 70
  4982636  , 22  , 70
  4982779  , 22  , 70
  4982923  , 22  , 70
  4983066  , 22  , 70
  4983209  , 22  , 70
  4983353  , 22  , 70
  4983496  , 22  , 70
  4983640  , 22  , 70
  4983783  , 22  , 70
  4983925  , 22  , 70
  4984069  , 22  , 70
  4984212  , 22  , 70
  4984355  , 22  , 70
  4984499  , 22  , 70
  4984642  , 22  , 70
  4984785  , 22  , 70
  4984929  , 22  , 70
  4985072  , 22  , 70
  4985216  , 22  , 70
  4985359  , 22  , 70
  4985502  , 22  , 70
  4985646  , 22  , 70
  4985788  , 22  , 70
  4985931  , 22  , 70
  4986075  , 22  , 70
  4986218  , 22  , 70
  4986361  , 22  , 70
  4986505  , 22  , 70
  4986648  , 22  , 70
  4986791  , 22  , 70
  4986935  , 22  , 70
  4987078  , 22  , 70
  4987222  , 22  , 70
  4987365  , 22  , 70
  4987508  , 22  , 70
  4987651  , 22  , 70
  4987794  , 22  , 70
  4987937  , 22  , 70
  4988081  , 22  , 70
  4988224  , 22  , 70
  4988367  , 22  , 70
  4988511  , 22  , 70
  4988654  , 22  , 70
  4988797  , 22  , 70
  4988941  , 22  , 70
  4989084  , 22  , 70
  4989228  , 22  , 70
  4989370  , 22  , 70
  4989513  , 22  , 70
  4989657  , 22  , 70
  4989800  , 22  , 70
  4989943  , 22  , 70
  4990087  , 22  , 70
  4990230  , 22  , 70
  4990373  , 22  , 70
  4990517  , 22  , 70
  4990660  , 22  , 70
  4990803  , 22  , 70
  4990947  , 22  , 70
  4991090  , 22  , 70
  4991233  , 22  , 70
  4991376  , 22  , 70
  4991519  , 22  , 70
  4991663  , 22  , 70
  4991806  , 22  , 70
  4991949  , 22  , 70
  4992093  , 22  , 70
  4992236  , 22  , 70
  4992379  , 22  , 70
  4992523  , 22  , 70
  4992666  , 22  , 70
  4992809  , 22  , 70
  4992953  , 22  , 70
  4993095  , 22  , 70
  4993239  , 22  , 70
  4993382  , 22  , 70
  4993525  , 22  , 70
  4993669  , 22  , 70
  4993812  , 22  , 70
  4993955  , 22  , 70
  4994099  , 22  , 70
  4994242  , 22  , 70
  4994385  , 22  , 70
  4994529  , 22  , 70
  4994672  , 22  , 70
  4994814  , 22  , 70
  4994958  , 22  , 70
  4995101  , 22  , 70
  4995245  , 22  , 70
  4995388  , 22  , 70
  4995531  , 22  , 70
  4995675  , 22  , 70
  4995818  , 22  , 70
  4995961  , 22  , 70
  4996105  , 22  , 70
  4996248  , 22  , 70
  4996391  , 22  , 70
  4996535  , 22  , 70
  4996677  , 22  , 70
  4996820  , 22  , 70
  4996964  , 22  , 70
  4997107  , 22  , 70
  4997251  , 22  , 70
  4997394  , 22  , 70
  4997537  , 22  , 70
  4997681  , 22  , 70
  4997824  , 22  , 70
  4997967  , 22  , 70
  4998111  , 22  , 70
  4998254  , 22  , 70
  4998397  , 22  , 70
  4998540  , 22  , 70
  4998683  , 22  , 70
  4998827  , 22  , 70
  4998970  , 22  , 70
  4999113  , 22  , 70
  4999257  , 22  , 70
  4999400  , 22  , 70
  4999543  , 22  , 70
  4999687  , 22  , 70
  4999830  , 22  , 70
  4999973  , 22  , 70
  5000117  , 22  , 70
  5000259  , 22  , 70
  5000402  , 22  , 70
  5000546  , 22  , 70
  5000689  , 22  , 70
  5000833  , 22  , 70
  5000976  , 22  , 70
  5001119  , 22  , 70
  5001263  , 22  , 70
  5001406  , 22  , 70
  5001549  , 22  , 70
  5001693  , 22  , 70
  5001836  , 22  , 70
  5001979  , 22  , 70
  5002122  , 22  , 70
  5002265  , 22  , 70
  5002408  , 22  , 70
  5002552  , 22  , 70
  5002695  , 22  , 70
  5002839  , 22  , 70
  5002982  , 22  , 70
  5003125  , 22  , 70
  5003269  , 22  , 70
  5003412  , 22  , 70
  5003555  , 22  , 70
  5003699  , 22  , 70
  5003841  , 22  , 70
  5003984  , 22  , 70
  5004128  , 22  , 70
  5004271  , 22  , 70
  5004414  , 22  , 70
  5004558  , 22  , 70
  5004701  , 22  , 70
  5004845  , 22  , 70
  5004988  , 22  , 70
  5005131  , 22  , 70
  5005275  , 22  , 70
  5005418  , 22  , 70
  5005560  , 22  , 70
  5005704  , 22  , 70
  5005847  , 22  , 70
  5005990  , 22  , 70
  5006134  , 22  , 70
  5006277  , 22  , 70
  5006420  , 22  , 70
  5006564  , 22  , 70
  5006707  , 22  , 70
  5006851  , 22  , 70
  5006994  , 22  , 70
  5007137  , 22  , 70
  5007281  , 22  , 70
  5007423  , 22  , 70
  5007566  , 22  , 70
  5007710  , 22  , 70
  5007853  , 22  , 70
  5007996  , 22  , 70
  5008140  , 22  , 70
  5008283  , 22  , 70
  5008427  , 22  , 70
  5008570  , 22  , 70
  5008713  , 22  , 70
  5008857  , 22  , 70
  5009000  , 22  , 70
  5009143  , 22  , 70
  5009286  , 22  , 70
  5009429  , 22  , 70
  5009572  , 22  , 70
  5009716  , 22  , 70
  5009859  , 22  , 70
  5010002  , 22  , 70
  5010146  , 22  , 70
  5010289  , 22  , 70
  5010433  , 22  , 70
  5010576  , 22  , 70
  5010719  , 22  , 70
  5010863  , 22  , 70
  5011006  , 22  , 70
  5011148  , 22  , 70
  5011292  , 22  , 70
  5011435  , 22  , 70
  5011578  , 22  , 70
  5011722  , 22  , 70
  5011865  , 22  , 70
  5012008  , 22  , 70
  5012152  , 22  , 70
  5012295  , 22  , 70
  5012439  , 22  , 70
  5012582  , 22  , 70
  5012725  , 22  , 70
  5012869  , 22  , 70
  5013011  , 22  , 70
  5013154  , 22  , 70
  5013298  , 22  , 70
  5013441  , 22  , 70
  5013584  , 22  , 70
  5013728  , 22  , 70
  5013871  , 22  , 70
  5014014  , 22  , 70
  5014158  , 22  , 70
  5014301  , 22  , 70
  5014445  , 22  , 70
  5014588  , 22  , 70
  5014731  , 22  , 70
  5014874  , 22  , 70
  5015017  , 22  , 70
  5015160  , 22  , 70
  5015304  , 22  , 70
  5015447  , 22  , 70
  5015590  , 22  , 70
  5015734  , 22  , 70
  5015877  , 22  , 70
  5016020  , 22  , 70
  5016164  , 22  , 70
  5016307  , 22  , 70
  5016451  , 22  , 70
  5016593  , 22  , 70
  5016736  , 22  , 70
  5016880  , 22  , 70
  5017023  , 22  , 70
  5017166  , 22  , 70
  5017310  , 22  , 70
  5017453  , 22  , 70
  5017596  , 22  , 70
  5017740  , 22  , 70
  5017883  , 22  , 70
  5018027  , 22  , 70
  5018170  , 22  , 70
  5018313  , 22  , 70
  5018456  , 22  , 70
  5018599  , 22  , 70
  5018742  , 22  , 70
  5018886  , 22  , 70
  5019029  , 22  , 70
  5019172  , 22  , 70
  5019316  , 22  , 70
  5019459  , 22  , 70
  5019602  , 22  , 70
  5019746  , 22  , 70
  5019889  , 22  , 70
  5020033  , 22  , 70
  5020175  , 22  , 70
  5020318  , 22  , 70
  5020462  , 22  , 70
  5020605  , 22  , 70
  5020748  , 22  , 70
  5020892  , 22  , 70
  5021035  , 22  , 70
  5021178  , 22  , 70
  5021322  , 22  , 70
  5021465  , 22  , 70
  5021608  , 21  , 90
  5021792  , 21  , 90
  5021975  , 21  , 90
  5022158  , 21  , 90
  5022342  , 21  , 90
  5022525  , 21  , 90
  5022708  , 21  , 90
  5022892  , 20  , 109
  5023114  , 20  , 109
  5023336  , 20  , 109
  5023558  , 20  , 109
  5023780  , 20  , 109
  5024003  , 20  , 109
  5024225  , 20  , 109
  5024447  , 20  , 109
  5024669  , 20  , 109
  5024892  , 20  , 109
  5025115  , 20  , 109
  5025337  , 20  , 109
  5025559  , 19  , 129
  5025821  , 19  , 129
  5026083  , 19  , 129
  5026345  , 19  , 129
  5026609  , 19  , 129
  5026871  , 19  , 129
  5027133  , 18  , 148
  5027433  , 18  , 148
  5027733  , 18  , 148
  5028034  , 19  , 129
  5028296  , 19  , 129
  5028558  , 19  , 129
  5028820  , 20  , 109
  5029043  , 20  , 109
  5029265  , 20  , 109
  5029488  , 20  , 109
  5029710  , 20  , 109
  5029933  , 20  , 109
  5030155  , 20  , 109
  5030377  , 20  , 109
  5030599  , 20  , 109
  5030821  , 20  , 109
  5031044  , 20  , 109
  5031266  , 20  , 109
  5031489  , 20  , 109
  5031711  , 20  , 109
  5031933  , 20  , 109
  5032156  , 20  , 109
  5032378  , 20  , 109
  5032600  , 20  , 109
  5032822  , 20  , 109
  5033044  , 20  , 109
  5033267  , 20  , 109
  5033490  , 20  , 109
  5033712  , 21  , 90
  5033895  , 21  , 90
  5034079  , 21  , 90
  5034262  , 21  , 90
  5034445  , 21  , 90
  5034629  , 21  , 90
  5034812  , 21  , 90
  5034995  , 21  , 90
  5035179  , 20  , 109
  5035401  , 20  , 109
  5035623  , 20  , 109
  5035845  , 19  , 129
  5036107  , 18  , 148
  5036407  , 18  , 148
  5036708  , 17  , 168
  5037048  , 17  , 168
  5037388  , 16  , 187
  5037767  , 16  , 187
  5038145  , 16  , 187
  5038524  , 16  , 187
  5038902  , 16  , 187
  5039281  , 16  , 187
  5039659  , 16  , 187
  5040036  , 16  , 187
  5040415  , 17  , 168
  5040755  , 18  , 148
  5041056  , 19  , 129
  5041318  , 20  , 109
  5041541  , 20  , 109
  5041763  , 20  , 109
  5041985  , 21  , 90
  5042168  , 21  , 90
  5042352  , 21  , 90
  5042535  , 21  , 90
  5042718  , 21  , 90
  5042902  , 21  , 90
  5043085  , 21  , 90
  5043268  , 22  , 70
  5043411  , 21  , 90
  5043595  , 21  , 90
  5043778  , 22  , 70
  5043921  , 21  , 90
  5044105  , 21  , 90
  5044288  , 21  , 90
  5044471  , 21  , 90
  5044655  , 21  , 90
  5044838  , 21  , 90
  5045021  , 21  , 90
  5045204  , 21  , 90
  5045388  , 21  , 90
  5045571  , 21  , 90
  5045754  , 21  , 90
  5045938  , 21  , 90
  5046121  , 21  , 90
  5046304  , 21  , 90
  5046488  , 21  , 90
  5046671  , 21  , 90
  5046854  , 22  , 70
  5046996  , 22  , 70
  5047140  , 21  , 90
  5047323  , 21  , 90
  5047506  , 21  , 90
  5047690  , 21  , 90
  5047873  , 21  , 90
  5048056  , 21  , 90
  5048240  , 21  , 90
  5048423  , 21  , 90
  5048606  , 21  , 90
  5048790  , 21  , 90
  5048973  , 21  , 90
  5049156  , 21  , 90
  5049339  , 21  , 90
  5049523  , 21  , 90
  5049706  , 21  , 90
  5049889  , 21  , 90
  5050073  , 21  , 90
  5050256  , 21  , 90
  5050439  , 21  , 90
  5050622  , 21  , 90
  5050806  , 21  , 90
  5050989  , 21  , 90
  5051172  , 21  , 90
  5051356  , 21  , 90
  5051539  , 22  , 70
  5051682  , 21  , 90
  5051866  , 21  , 90
  5052049  , 21  , 90
  5052232  , 21  , 90
  5052416  , 21  , 90
  5052599  , 21  , 90
  5052782  , 21  , 90
  5052965  , 21  , 90
  5053149  , 21  , 90
  5053332  , 21  , 90
  5053515  , 21  , 90
  5053699  , 21  , 90
  5053882  , 21  , 90
  5054065  , 21  , 90
  5054248  , 21  , 90
  5054432  , 21  , 90
  5054615  , 21  , 90
  5054798  , 21  , 90
  5054982  , 21  , 90
  5055165  , 21  , 90
  5055348  , 21  , 90
  5055532  , 21  , 90
  5055715  , 21  , 90
  5055898  , 21  , 90
  5056081  , 21  , 90
  5056265  , 21  , 90
  5056448  , 21  , 90
  5056631  , 21  , 90
  5056815  , 21  , 90
  5056998  , 21  , 90
  5057181  , 21  , 90
  5057364  , 21  , 90
  5057548  , 21  , 90
  5057731  , 21  , 90
  5057914  , 21  , 90
  5058097  , 21  , 90
  5058280  , 21  , 90
  5058463  , 21  , 90
  5058647  , 21  , 90
  5058830  , 21  , 90
  5059013  , 21  , 90
  5059196  , 21  , 90
  5059380  , 21  , 90
  5059563  , 21  , 90
  5059746  , 21  , 90
  5059930  , 21  , 90
  5060113  , 21  , 90
  5060296  , 21  , 90
  5060480  , 21  , 90
  5060663  , 21  , 90
  5060846  , 21  , 90
  5061029  , 21  , 90
  5061213  , 21  , 90
  5061396  , 21  , 90
  5061579  , 21  , 90
  5061763  , 21  , 90
  5061946  , 21  , 90
  5062129  , 21  , 90
  5062312  , 21  , 90
  5062496  , 21  , 90
  5062679  , 21  , 90
  5062862  , 21  , 90
  5063046  , 21  , 90
  5063229  , 21  , 90
  5063412  , 21  , 90
  5063596  , 21  , 90
  5063779  , 21  , 90
  5063962  , 21  , 90
  5064145  , 21  , 90
  5064329  , 21  , 90
  5064512  , 21  , 90
  5064695  , 21  , 90
  5064879  , 21  , 90
  5065062  , 21  , 90
  5065245  , 21  , 90
  5065428  , 21  , 90
  5065612  , 21  , 90
  5065795  , 21  , 90
  5065978  , 21  , 90
  5066162  , 21  , 90
  5066345  , 21  , 90
  5066528  , 21  , 90
  5066712  , 21  , 90
  5066895  , 21  , 90
  5067078  , 21  , 90
  5067261  , 21  , 90
  5067445  , 21  , 90
  5067628  , 21  , 90
  5067811  , 21  , 90
  5067995  , 21  , 90
  5068178  , 21  , 90
  5068361  , 21  , 90
  5068545  , 21  , 90
  5068728  , 21  , 90
  5068911  , 21  , 90
  5069094  , 21  , 90
  5069278  , 21  , 90
  5069461  , 21  , 90
  5069644  , 21  , 90
  5069828  , 21  , 90
  5070011  , 21  , 90
  5070194  , 21  , 90
  5070377  , 21  , 90
  5070561  , 21  , 90
  5070743  , 21  , 90
  5070926  , 21  , 90
  5071110  , 21  , 90
  5071293  , 21  , 90
  5071476  , 21  , 90
  5071660  , 21  , 90
  5071843  , 21  , 90
  5072026  , 21  , 90
  5072209  , 21  , 90
  5072393  , 21  , 90
  5072576  , 21  , 90
  5072759  , 21  , 90
  5072943  , 21  , 90
  5073126  , 21  , 90
  5073309  , 21  , 90
  5073492  , 21  , 90
  5073676  , 21  , 90
  5073859  , 21  , 90
  5074042  , 21  , 90
  5074226  , 21  , 90
  5074409  , 21  , 90
  5074592  , 21  , 90
  5074776  , 21  , 90
  5074959  , 21  , 90
  5075142  , 21  , 90
  5075325  , 21  , 90
  5075509  , 21  , 90
  5075692  , 21  , 90
  5075875  , 21  , 90
  5076059  , 21  , 90
  5076242  , 21  , 90
  5076425  , 21  , 90
  5076609  , 21  , 90
  5076792  , 21  , 90
  5076975  , 21  , 90
  5077158  , 21  , 90
  5077342  , 21  , 90
  5077525  , 21  , 90
  5077708  , 21  , 90
  5077892  , 21  , 90
  5078075  , 21  , 90
  5078258  , 21  , 90
  5078441  , 21  , 90
  5078625  , 21  , 90
  5078808  , 21  , 90
  5078991  , 21  , 90
  5079175  , 21  , 90
  5079358  , 21  , 90
  5079541  , 21  , 90
  5079725  , 21  , 90
  5079908  , 21  , 90
  5080091  , 21  , 90
  5080274  , 21  , 90
  5080458  , 21  , 90
  5080641  , 21  , 90
  5080824  , 21  , 90
  5081008  , 21  , 90
  5081191  , 21  , 90
  5081374  , 21  , 90
  5081558  , 21  , 90
  5081741  , 21  , 90
  5081924  , 21  , 90
  5082107  , 21  , 90
  5082291  , 21  , 90
  5082474  , 21  , 90
  5082656  , 21  , 90
  5082840  , 21  , 90
  5083023  , 21  , 90
  5083206  , 21  , 90
  5083389  , 21  , 90
  5083573  , 21  , 90
  5083756  , 21  , 90
  5083939  , 21  , 90
  5084123  , 21  , 90
  5084306  , 21  , 90
  5084489  , 20  , 109
  5084711  , 20  , 109
  5084935  , 20  , 109
  5085157  , 19  , 129
  5085419  , 19  , 129
  5085681  , 19  , 129
  5085943  , 18  , 148
  5086243  , 19  , 129
  5086507  , 19  , 129
  5086769  , 19  , 129
  5087031  , 19  , 129
  5087293  , 19  , 129
  5087555  , 19  , 129
  5087818  , 19  , 129
  5088080  , 19  , 129
  5088343  , 19  , 129
  5088605  , 19  , 129
  5088867  , 19  , 129
  5089129  , 19  , 129
  5089392  , 19  , 129
  5089654  , 19  , 129
  5089916  , 19  , 129
  5090179  , 19  , 129
  5090441  , 20  , 109
  5090663  , 19  , 129
  5090926  , 20  , 109
  5091148  , 20  , 109
  5091371  , 20  , 109
  5091593  , 20  , 109
  5091815  , 20  , 109
  5092037  , 20  , 109
  5092259  , 20  , 109
  5092482  , 20  , 109
  5092704  , 20  , 109
  5092927  , 20  , 109
  5093149  , 20  , 109
  5093371  , 20  , 109
  5093594  , 20  , 109
  5093816  , 20  , 109
  5094038  , 21  , 90
  5094221  , 21  , 90
  5094405  , 20  , 109
  5094627  , 21  , 90
  5094810  , 21  , 90
  5094993  , 21  , 90
  5095177  , 21  , 90
  5095360  , 21  , 90
  5095543  , 21  , 90
  5095727  , 21  , 90
  5095910  , 21  , 90
  5096093  , 21  , 90
  5096276  , 21  , 90
  5096460  , 21  , 90
  5096643  , 21  , 90
  5096826  , 21  , 90
  5097010  , 21  , 90
  5097193  , 21  , 90
  5097376  , 21  , 90
  5097560  , 21  , 90
  5097743  , 21  , 90
  5097926  , 21  , 90
  5098109  , 21  , 90
  5098293  , 22  , 70
  5098436  , 22  , 70
  5098579  , 22  , 70
  5098723  , 21  , 90
  5098906  , 21  , 90
  5099089  , 22  , 70
  5099232  , 22  , 70
  5099375  , 22  , 70
  5099518  , 21  , 90
  5099702  , 21  , 90
  5099885  , 21  , 90
  5100068  , 21  , 90
  5100252  , 21  , 90
  5100435  , 21  , 90
  5100618  , 21  , 90
  5100802  , 21  , 90
  5100985  , 21  , 90
  5101168  , 21  , 90
  5101351  , 21  , 90
  5101535  , 21  , 90
  5101718  , 21  , 90
  5101901  , 21  , 90
  5102085  , 21  , 90
  5102268  , 21  , 90
  5102451  , 20  , 109
  5102673  , 20  , 109
  5102896  , 20  , 109
  5103118  , 20  , 109
  5103341  , 20  , 109
  5103563  , 20  , 109
  5103785  , 21  , 90
  5103969  , 21  , 90
  5104152  , 21  , 90
  5104335  , 20  , 109
  5104558  , 20  , 109
  5104780  , 20  , 109
  5105002  , 19  , 129
  5105264  , 19  , 129
  5105526  , 19  , 129
  5105789  , 18  , 148
  5106089  , 18  , 148
  5106390  , 18  , 148
  5106690  , 18  , 148
  5106991  , 18  , 148
  5107291  , 18  , 148
  5107591  , 18  , 148
  5107891  , 18  , 148
  5108192  , 18  , 148
  5108492  , 18  , 148
  5108792  , 18  , 148
  5109093  , 18  , 148
  5109393  , 18  , 148
  5109693  , 18  , 148
  5109993  , 18  , 148
  5110294  , 18  , 148
  5110594  , 18  , 148
  5110894  , 19  , 129
  5111156  , 19  , 129
  5111419  , 18  , 148
  5111719  , 18  , 148
  5112019  , 18  , 148
  5112320  , 18  , 148
  5112621  , 18  , 148
  5112921  , 18  , 148
  5113221  , 18  , 148
  5113522  , 18  , 148
  5113822  , 19  , 129
  5114084  , 19  , 129
  5114346  , 19  , 129
  5114608  , 19  , 129
  5114871  , 19  , 129
  5115133  , 19  , 129
  5115396  , 20  , 109
  5115618  , 20  , 109
  5115840  , 20  , 109
  5116062  , 20  , 109
  5116284  , 20  , 109
  5116507  , 20  , 109
  5116730  , 20  , 109
  5116952  , 20  , 109
  5117174  , 20  , 109
  5117396  , 21  , 90
  5117580  , 21  , 90
  5117763  , 21  , 90
  5117946  , 21  , 90
  5118130  , 21  , 90
  5118313  , 21  , 90
  5118496  , 21  , 90
  5118680  , 21  , 90
  5118863  , 21  , 90
  5119046  , 21  , 90
  5119229  , 21  , 90
  5119413  , 21  , 90
  5119596  , 21  , 90
  5119779  , 21  , 90
  5119963  , 21  , 90
  5120146  , 21  , 90
  5120329  , 21  , 90
  5120513  , 21  , 90
  5120696  , 21  , 90
  5120879  , 21  , 90
  5121062  , 21  , 90
  5121246  , 21  , 90
  5121429  , 21  , 90
  5121612  , 21  , 90
  5121796  , 22  , 70
  5121938  , 21  , 90
  5122121  , 21  , 90
  5122305  , 21  , 90
  5122488  , 21  , 90
  5122671  , 21  , 90
  5122854  , 21  , 90
  5123038  , 21  , 90
  5123221  , 21  , 90
  5123404  , 21  , 90
  5123588  , 21  , 90
  5123771  , 21  , 90
  5123954  , 21  , 90
  5124137  , 21  , 90
  5124321  , 21  , 90
  5124504  , 21  , 90
  5124687  , 21  , 90
  5124871  , 21  , 90
  5125054  , 21  , 90
  5125237  , 21  , 90
  5125421  , 21  , 90
  5125604  , 21  , 90
  5125787  , 21  , 90
  5125970  , 21  , 90
  5126154  , 21  , 90
  5126337  , 21  , 90
  5126520  , 21  , 90
  5126704  , 21  , 90
  5126887  , 21  , 90
  5127070  , 21  , 90
  5127254  , 21  , 90
  5127437  , 21  , 90
  5127620  , 21  , 90
  5127803  , 21  , 90
  5127987  , 21  , 90
  5128170  , 21  , 90
  5128353  , 21  , 90
  5128537  , 21  , 90
  5128720  , 21  , 90
  5128903  , 21  , 90
  5129086  , 21  , 90
  5129270  , 21  , 90
  5129453  , 21  , 90
  5129636  , 21  , 90
  5129820  , 21  , 90
  5130003  , 21  , 90
  5130186  , 21  , 90
  5130370  , 21  , 90
  5130553  , 21  , 90
  5130736  , 21  , 90
  5130919  , 21  , 90
  5131103  , 21  , 90
  5131286  , 21  , 90
  5131469  , 21  , 90
  5131653  , 21  , 90
  5131836  , 21  , 90
  5132019  , 21  , 90
  5132203  , 21  , 90
  5132386  , 21  , 90
  5132569  , 21  , 90
  5132752  , 21  , 90
  5132936  , 21  , 90
  5133119  , 21  , 90
  5133302  , 21  , 90
  5133485  , 21  , 90
  5133668  , 21  , 90
  5133851  , 21  , 90
  5134034  , 21  , 90
  5134218  , 21  , 90
  5134401  , 21  , 90
  5134584  , 21  , 90
  5134768  , 21  , 90
  5134951  , 21  , 90
  5135134  , 21  , 90
  5135318  , 21  , 90
  5135501  , 21  , 90
  5135684  , 21  , 90
  5135867  , 21  , 90
  5136051  , 21  , 90
  5136234  , 21  , 90
  5136417  , 21  , 90
  5136601  , 21  , 90
  5136784  , 21  , 90
  5136967  , 21  , 90
  5137150  , 21  , 90
  5137334  , 21  , 90
  5137517  , 21  , 90
  5137700  , 21  , 90
  5137884  , 21  , 90
  5138067  , 21  , 90
  5138250  , 21  , 90
  5138434  , 21  , 90
  5138617  , 21  , 90
  5138800  , 21  , 90
  5138983  , 21  , 90
  5139167  , 21  , 90
  5139350  , 21  , 90
  5139533  , 21  , 90
  5139717  , 21  , 90
  5139900  , 21  , 90
  5140083  , 21  , 90
  5140267  , 21  , 90
  5140450  , 21  , 90
  5140633  , 21  , 90
  5140816  , 21  , 90
  5141000  , 21  , 90
  5141183  , 21  , 90
  5141366  , 21  , 90
  5141550  , 21  , 90
  5141733  , 21  , 90
  5141916  , 21  , 90
  5142099  , 21  , 90
  5142283  , 21  , 90
  5142466  , 21  , 90
  5142649  , 21  , 90
  5142833  , 21  , 90
  5143016  , 21  , 90
  5143199  , 21  , 90
  5143383  , 21  , 90
  5143566  , 21  , 90
  5143749  , 21  , 90
  5143932  , 21  , 90
  5144116  , 21  , 90
  5144299  , 21  , 90
  5144482  , 21  , 90
  5144666  , 21  , 90
  5144849  , 21  , 90
  5145032  , 21  , 90
  5145216  , 21  , 90
  5145399  , 21  , 90
  5145581  , 21  , 90
  5145764  , 21  , 90
  5145948  , 21  , 90
  5146131  , 21  , 90
  5146314  , 21  , 90
  5146498  , 21  , 90
  5146681  , 21  , 90
  5146864  , 21  , 90
  5147047  , 21  , 90
  5147231  , 21  , 90
  5147414  , 21  , 90
  5147597  , 21  , 90
  5147781  , 21  , 90
  5147964  , 21  , 90
  5148147  , 21  , 90
  5148331  , 21  , 90
  5148514  , 21  , 90
  5148697  , 21  , 90
  5148880  , 21  , 90
  5149064  , 21  , 90
  5149247  , 21  , 90
  5149430  , 21  , 90
  5149614  , 21  , 90
  5149797  , 21  , 90
  5149980  , 21  , 90
  5150163  , 21  , 90
  5150347  , 21  , 90
  5150530  , 21  , 90
  5150713  , 21  , 90
  5150897  , 21  , 90
  5151080  , 21  , 90
  5151263  , 21  , 90
  5151447  , 21  , 90
  5151630  , 21  , 90
  5151813  , 21  , 90
  5151996  , 21  , 90
  5152180  , 21  , 90
  5152363  , 21  , 90
  5152546  , 21  , 90
  5152730  , 21  , 90
  5152913  , 21  , 90
  5153096  , 21  , 90
  5153280  , 21  , 90
  5153463  , 21  , 90
  5153646  , 21  , 90
  5153829  , 21  , 90
  5154013  , 21  , 90
  5154196  , 21  , 90
  5154379  , 21  , 90
  5154563  , 21  , 90
  5154746  , 21  , 90
  5154929  , 21  , 90
  5155112  , 21  , 90
  5155296  , 21  , 90
  5155479  , 21  , 90
  5155662  , 21  , 90
  5155846  , 21  , 90
  5156029  , 21  , 90
  5156212  , 21  , 90
  5156396  , 21  , 90
  5156579  , 21  , 90
  5156762  , 21  , 90
  5156945  , 21  , 90
  5157129  , 21  , 90
  5157312  , 21  , 90
  5157494  , 21  , 90
  5157678  , 21  , 90
  5157861  , 21  , 90
  5158044  , 21  , 90
  5158227  , 21  , 90
  5158411  , 21  , 90
  5158594  , 20  , 109
  5158817  , 21  , 90
  5159001  , 21  , 90
  5159183  , 21  , 90
  5159366  , 21  , 90
  5159549  , 21  , 90
  5159733  , 21  , 90
  5159916  , 21  , 90
  5160099  , 21  , 90
  5160283  , 21  , 90
  5160466  , 21  , 90
  5160649  , 21  , 90
  5160833  , 21  , 90
  5161016  , 21  , 90
  5161199  , 21  , 90
  5161382  , 20  , 109
