Mils, Light_Value, Delay_Value
  7588831  , 30  , 65
  7588965  , 30  , 65
  7589098  , 30  , 65
  7589231  , 30  , 65
  7589364  , 30  , 65
  7589497  , 30  , 65
  7589630  , 30  , 65
  7589765  , 30  , 65
  7589898  , 30  , 65
  7590031  , 30  , 65
  7590164  , 30  , 65
  7590297  , 30  , 65
  7590430  , 30  , 65
  7590564  , 30  , 65
  7590697  , 30  , 65
  7590831  , 30  , 65
  7590964  , 30  , 65
  7591097  , 30  , 65
  7591230  , 30  , 65
  7591363  , 30  , 65
  7591497  , 30  , 65
  7591630  , 30  , 65
  7591763  , 30  , 65
  7591897  , 30  , 65
  7592030  , 30  , 65
  7592163  , 30  , 65
  7592297  , 30  , 65
  7592430  , 30  , 65
  7592563  , 30  , 65
  7592696  , 30  , 65
  7592829  , 30  , 65
  7592963  , 30  , 65
  7593096  , 30  , 65
  7593230  , 30  , 65
  7593363  , 30  , 65
  7593496  , 30  , 65
  7593629  , 30  , 65
  7593762  , 30  , 65
  7593895  , 30  , 65
  7594030  , 30  , 65
  7594163  , 30  , 65
  7594296  , 30  , 65
  7594429  , 30  , 65
  7594562  , 30  , 65
  7594695  , 30  , 65
  7594829  , 30  , 65
  7594962  , 30  , 65
  7595096  , 30  , 65
  7595229  , 30  , 65
  7595362  , 30  , 65
  7595495  , 30  , 65
  7595628  , 30  , 65
  7595762  , 30  , 65
  7595895  , 30  , 65
  7596028  , 30  , 65
  7596162  , 30  , 65
  7596295  , 30  , 65
  7596428  , 30  , 65
  7596561  , 30  , 65
  7596695  , 30  , 65
  7596828  , 30  , 65
  7596961  , 30  , 65
  7597094  , 30  , 65
  7597228  , 30  , 65
  7597361  , 30  , 65
  7597495  , 30  , 65
  7597628  , 30  , 65
  7597761  , 30  , 65
  7597894  , 30  , 65
  7598027  , 30  , 65
  7598160  , 30  , 65
  7598295  , 30  , 65
  7598428  , 30  , 65
  7598561  , 30  , 65
  7598694  , 30  , 65
  7598827  , 30  , 65
  7598960  , 30  , 65
  7599093  , 30  , 65
  7599227  , 30  , 65
  7599361  , 30  , 65
  7599494  , 30  , 65
  7599627  , 30  , 65
  7599760  , 30  , 65
  7599893  , 30  , 65
  7600026  , 30  , 65
  7600160  , 30  , 65
  7600293  , 30  , 65
  7600427  , 30  , 65
  7600560  , 30  , 65
  7600693  , 30  , 65
  7600826  , 30  , 65
  7600960  , 30  , 65
  7601093  , 30  , 65
  7601226  , 30  , 65
  7601359  , 30  , 65
  7601492  , 30  , 65
  7601626  , 30  , 65
  7601759  , 30  , 65
  7601893  , 30  , 65
  7602026  , 30  , 65
  7602159  , 30  , 65
  7602292  , 30  , 65
  7602425  , 30  , 65
  7602558  , 30  , 65
  7602693  , 30  , 65
  7602826  , 30  , 65
  7602959  , 30  , 65
  7603092  , 30  , 65
  7603225  , 30  , 65
  7603358  , 30  , 65
  7603491  , 30  , 65
  7603625  , 30  , 65
  7603759  , 30  , 65
  7603892  , 30  , 65
  7604025  , 30  , 65
  7604158  , 30  , 65
  7604291  , 30  , 65
  7604425  , 30  , 65
  7604558  , 30  , 65
  7604691  , 30  , 65
  7604825  , 30  , 65
  7604958  , 30  , 65
  7605091  , 30  , 65
  7605224  , 30  , 65
  7605358  , 30  , 65
  7605491  , 30  , 65
  7605624  , 30  , 65
  7605757  , 30  , 65
  7605891  , 30  , 65
  7606024  , 30  , 65
  7606158  , 30  , 65
  7606291  , 30  , 65
  7606424  , 30  , 65
  7606557  , 30  , 65
  7606690  , 30  , 65
  7606823  , 30  , 65
  7606958  , 30  , 65
  7607091  , 30  , 65
  7607224  , 30  , 65
  7607357  , 30  , 65
  7607490  , 30  , 65
  7607623  , 30  , 65
  7607756  , 30  , 65
  7607890  , 30  , 65
  7608024  , 30  , 65
  7608157  , 30  , 65
  7608290  , 30  , 65
  7608423  , 30  , 65
  7608556  , 30  , 65
  7608690  , 30  , 65
  7608823  , 30  , 65
  7608956  , 30  , 65
  7609090  , 30  , 65
  7609223  , 30  , 65
  7609356  , 30  , 65
  7609489  , 30  , 65
  7609623  , 30  , 65
  7609756  , 30  , 65
  7609889  , 30  , 65
  7610022  , 30  , 65
  7610156  , 30  , 65
  7610289  , 30  , 65
  7610423  , 30  , 65
  7610556  , 30  , 65
  7610689  , 30  , 65
  7610822  , 30  , 65
  7610955  , 30  , 65
  7611088  , 30  , 65
  7611222  , 30  , 65
  7611356  , 30  , 65
  7611489  , 30  , 65
  7611622  , 30  , 65
  7611755  , 30  , 65
  7611888  , 30  , 65
  7612021  , 30  , 65
  7612155  , 30  , 65
  7612289  , 30  , 65
  7612422  , 30  , 65
  7612555  , 30  , 65
  7612688  , 30  , 65
  7612821  , 30  , 65
  7612955  , 30  , 65
  7613088  , 30  , 65
  7613221  , 30  , 65
  7613355  , 30  , 65
  7613488  , 30  , 65
  7613621  , 30  , 65
  7613754  , 30  , 65
  7613888  , 30  , 65
  7614021  , 30  , 65
  7614154  , 30  , 65
  7614287  , 30  , 65
  7614420  , 30  , 65
  7614554  , 30  , 65
  7614688  , 30  , 65
  7614821  , 30  , 65
  7614954  , 30  , 65
  7615087  , 30  , 65
  7615220  , 30  , 65
  7615353  , 30  , 65
  7615486  , 30  , 65
  7615621  , 30  , 65
  7615754  , 30  , 65
  7615887  , 30  , 65
  7616020  , 30  , 65
  7616153  , 30  , 65
  7616286  , 30  , 65
  7616420  , 30  , 65
  7616553  , 30  , 65
  7616687  , 30  , 65
  7616820  , 30  , 65
  7616953  , 30  , 65
  7617086  , 30  , 65
  7617219  , 30  , 65
  7617353  , 30  , 65
  7617486  , 30  , 65
  7617619  , 30  , 65
  7617753  , 30  , 65
  7617886  , 30  , 65
  7618019  , 30  , 65
  7618153  , 30  , 65
  7618286  , 30  , 65
  7618419  , 30  , 65
  7618552  , 30  , 65
  7618685  , 30  , 65
  7618819  , 30  , 65
  7618952  , 30  , 65
  7619086  , 30  , 65
  7619219  , 30  , 65
  7619352  , 30  , 65
  7619485  , 30  , 65
  7619618  , 30  , 65
  7619751  , 30  , 65
  7619886  , 30  , 65
  7620019  , 30  , 65
  7620152  , 30  , 65
  7620285  , 30  , 65
  7620418  , 30  , 65
  7620551  , 30  , 65
  7620684  , 30  , 65
  7620818  , 30  , 65
  7620952  , 30  , 65
  7621085  , 30  , 65
  7621218  , 30  , 65
  7621351  , 30  , 65
  7621484  , 30  , 65
  7621618  , 30  , 65
  7621751  , 30  , 65
  7621884  , 30  , 65
  7622018  , 30  , 65
  7622151  , 30  , 65
  7622284  , 30  , 65
  7622417  , 30  , 65
  7622551  , 30  , 65
  7622684  , 30  , 65
  7622817  , 30  , 65
  7622950  , 30  , 65
  7623084  , 30  , 65
  7623217  , 30  , 65
  7623351  , 30  , 65
  7623484  , 30  , 65
  7623617  , 30  , 65
  7623750  , 30  , 65
  7623883  , 30  , 65
  7624016  , 30  , 65
  7624151  , 30  , 65
  7624284  , 30  , 65
  7624417  , 30  , 65
  7624550  , 30  , 65
  7624683  , 30  , 65
  7624816  , 30  , 65
  7624949  , 30  , 65
  7625083  , 30  , 65
  7625217  , 30  , 65
  7625350  , 30  , 65
  7625483  , 30  , 65
  7625616  , 30  , 65
  7625749  , 30  , 65
  7625883  , 30  , 65
  7626016  , 30  , 65
  7626149  , 30  , 65
  7626283  , 30  , 65
  7626416  , 30  , 65
  7626549  , 30  , 65
  7626682  , 30  , 65
  7626816  , 30  , 65
  7626949  , 30  , 65
  7627082  , 30  , 65
  7627215  , 30  , 65
  7627348  , 30  , 65
  7627482  , 30  , 65
  7627616  , 30  , 65
  7627749  , 30  , 65
  7627882  , 30  , 65
  7628015  , 30  , 65
  7628148  , 30  , 65
  7628281  , 30  , 65
  7628416  , 30  , 65
  7628549  , 30  , 65
  7628682  , 30  , 65
  7628815  , 30  , 65
  7628948  , 30  , 65
  7629081  , 30  , 65
  7629214  , 30  , 65
  7629348  , 30  , 65
  7629481  , 30  , 65
  7629615  , 30  , 65
  7629748  , 30  , 65
  7629881  , 30  , 65
  7630014  , 30  , 65
  7630148  , 30  , 65
  7630281  , 30  , 65
  7630414  , 30  , 65
  7630547  , 30  , 65
  7630681  , 30  , 65
  7630814  , 30  , 65
  7630947  , 30  , 65
  7631081  , 30  , 65
  7631214  , 30  , 65
  7631347  , 30  , 65
  7631480  , 30  , 65
  7631613  , 30  , 65
  7631747  , 30  , 65
  7631881  , 30  , 65
  7632014  , 30  , 65
  7632147  , 30  , 65
  7632280  , 30  , 65
  7632413  , 30  , 65
  7632546  , 30  , 65
  7632679  , 30  , 65
  7632814  , 30  , 65
  7632947  , 30  , 65
  7633080  , 30  , 65
  7633213  , 30  , 65
  7633346  , 30  , 65
  7633479  , 30  , 65
  7633613  , 30  , 65
  7633746  , 30  , 65
  7633880  , 30  , 65
  7634013  , 30  , 65
  7634146  , 30  , 65
  7634279  , 30  , 65
  7634413  , 30  , 65
  7634546  , 30  , 65
  7634679  , 30  , 65
  7634812  , 30  , 65
  7634946  , 30  , 65
  7635079  , 30  , 65
  7635212  , 30  , 65
  7635346  , 30  , 65
  7635479  , 30  , 65
  7635612  , 30  , 65
  7635745  , 30  , 65
  7635878  , 30  , 65
  7636012  , 30  , 65
  7636146  , 30  , 65
  7636279  , 30  , 65
  7636412  , 30  , 65
  7636545  , 30  , 65
  7636678  , 30  , 65
  7636811  , 30  , 65
  7636944  , 30  , 65
  7637079  , 30  , 65
  7637212  , 30  , 65
  7637345  , 30  , 65
  7637478  , 30  , 65
  7637611  , 30  , 65
  7637744  , 30  , 65
  7637878  , 30  , 65
  7638011  , 30  , 65
  7638145  , 30  , 65
  7638278  , 30  , 65
  7638411  , 30  , 65
  7638544  , 30  , 65
  7638677  , 31  , 50
  7638780  , 30  , 65
  7638914  , 30  , 65
  7639048  , 30  , 65
  7639181  , 30  , 65
  7639314  , 30  , 65
  7639447  , 30  , 65
  7639580  , 31  , 50
  7639684  , 30  , 65
  7639817  , 30  , 65
  7639950  , 31  , 50
  7640053  , 30  , 65
  7640186  , 30  , 65
  7640321  , 30  , 65
  7640454  , 30  , 65
  7640587  , 30  , 65
  7640720  , 30  , 65
  7640853  , 30  , 65
  7640986  , 30  , 65
  7641120  , 30  , 65
  7641253  , 31  , 50
  7641357  , 30  , 65
  7641490  , 30  , 65
  7641623  , 30  , 65
  7641756  , 30  , 65
  7641889  , 30  , 65
  7642022  , 30  , 65
  7642156  , 30  , 65
  7642290  , 30  , 65
  7642423  , 30  , 65
  7642556  , 30  , 65
  7642689  , 30  , 65
  7642822  , 30  , 65
  7642955  , 31  , 50
  7643059  , 31  , 50
  7643162  , 30  , 65
  7643295  , 31  , 50
  7643399  , 30  , 65
  7643532  , 30  , 65
  7643665  , 30  , 65
  7643799  , 30  , 65
  7643932  , 30  , 65
  7644065  , 31  , 50
  7644169  , 30  , 65
  7644302  , 30  , 65
  7644435  , 31  , 50
  7644538  , 30  , 65
  7644672  , 30  , 65
  7644805  , 30  , 65
  7644938  , 30  , 65
  7645072  , 31  , 50
  7645174  , 31  , 50
  7645278  , 30  , 65
  7645411  , 30  , 65
  7645545  , 30  , 65
  7645678  , 30  , 65
  7645811  , 30  , 65
  7645944  , 31  , 50
  7646048  , 30  , 65
  7646181  , 30  , 65
  7646314  , 31  , 50
  7646417  , 30  , 65
  7646551  , 31  , 50
  7646654  , 31  , 50
  7646757  , 31  , 50
  7646861  , 31  , 50
  7646964  , 31  , 50
  7647067  , 31  , 50
  7647170  , 31  , 50
  7647273  , 31  , 50
  7647377  , 30  , 65
  7647510  , 30  , 65
  7647643  , 30  , 65
  7647777  , 30  , 65
  7647910  , 30  , 65
  7648044  , 31  , 50
  7648147  , 31  , 50
  7648250  , 31  , 50
  7648353  , 30  , 65
  7648487  , 31  , 50
  7648589  , 30  , 65
  7648723  , 30  , 65
  7648857  , 31  , 50
  7648960  , 31  , 50
  7649062  , 31  , 50
  7649166  , 30  , 65
  7649299  , 31  , 50
  7649402  , 31  , 50
  7649506  , 31  , 50
  7649609  , 31  , 50
  7649713  , 31  , 50
  7649816  , 31  , 50
  7649920  , 31  , 50
  7650022  , 31  , 50
  7650125  , 31  , 50
  7650229  , 30  , 65
  7650362  , 31  , 50
  7650465  , 31  , 50
  7650569  , 31  , 50
  7650672  , 31  , 50
  7650776  , 31  , 50
  7650879  , 31  , 50
  7650982  , 31  , 50
  7651085  , 31  , 50
  7651188  , 31  , 50
  7651292  , 30  , 65
  7651425  , 31  , 50
  7651528  , 31  , 50
  7651632  , 31  , 50
  7651735  , 31  , 50
  7651838  , 30  , 65
  7651972  , 31  , 50
  7652075  , 31  , 50
  7652178  , 31  , 50
  7652281  , 31  , 50
  7652384  , 31  , 50
  7652488  , 31  , 50
  7652591  , 31  , 50
  7652695  , 31  , 50
  7652798  , 31  , 50
  7652901  , 31  , 50
  7653004  , 31  , 50
  7653107  , 31  , 50
  7653211  , 31  , 50
  7653314  , 31  , 50
  7653417  , 31  , 50
  7653521  , 31  , 50
  7653624  , 31  , 50
  7653727  , 31  , 50
  7653830  , 31  , 50
  7653934  , 31  , 50
  7654037  , 31  , 50
  7654140  , 31  , 50
  7654244  , 31  , 50
  7654347  , 31  , 50
  7654450  , 30  , 65
  7654584  , 31  , 50
  7654686  , 31  , 50
  7654790  , 31  , 50
  7654893  , 30  , 65
  7655026  , 31  , 50
  7655130  , 30  , 65
  7655263  , 31  , 50
  7655366  , 31  , 50
  7655470  , 31  , 50
  7655573  , 31  , 50
  7655676  , 31  , 50
  7655780  , 31  , 50
  7655882  , 31  , 50
  7655986  , 31  , 50
  7656089  , 31  , 50
  7656193  , 31  , 50
  7656296  , 31  , 50
  7656399  , 31  , 50
  7656503  , 31  , 50
  7656605  , 31  , 50
  7656709  , 31  , 50
  7656812  , 31  , 50
  7656915  , 31  , 50
  7657019  , 31  , 50
  7657122  , 31  , 50
  7657226  , 31  , 50
  7657329  , 31  , 50
  7657432  , 31  , 50
  7657535  , 31  , 50
  7657638  , 31  , 50
  7657742  , 31  , 50
  7657845  , 31  , 50
  7657949  , 31  , 50
  7658052  , 31  , 50
  7658155  , 31  , 50
  7658258  , 31  , 50
  7658361  , 31  , 50
  7658465  , 31  , 50
  7658568  , 30  , 65
  7658701  , 31  , 50
  7658805  , 31  , 50
  7658908  , 31  , 50
  7659012  , 31  , 50
  7659114  , 31  , 50
  7659217  , 31  , 50
  7659321  , 31  , 50
  7659424  , 31  , 50
  7659528  , 31  , 50
  7659631  , 31  , 50
  7659735  , 31  , 50
  7659837  , 31  , 50
  7659940  , 31  , 50
  7660044  , 31  , 50
  7660147  , 31  , 50
  7660251  , 31  , 50
  7660354  , 31  , 50
  7660457  , 31  , 50
  7660560  , 31  , 50
  7660663  , 31  , 50
  7660767  , 31  , 50
  7660870  , 31  , 50
  7660974  , 31  , 50
  7661077  , 31  , 50
  7661180  , 31  , 50
  7661283  , 31  , 50
  7661386  , 31  , 50
  7661490  , 31  , 50
  7661593  , 31  , 50
  7661697  , 31  , 50
  7661800  , 31  , 50
  7661903  , 31  , 50
  7662006  , 31  , 50
  7662109  , 31  , 50
  7662213  , 31  , 50
  7662316  , 31  , 50
  7662419  , 31  , 50
  7662523  , 31  , 50
  7662626  , 31  , 50
  7662729  , 31  , 50
  7662832  , 31  , 50
  7662936  , 31  , 50
  7663039  , 31  , 50
  7663142  , 31  , 50
  7663246  , 31  , 50
  7663349  , 31  , 50
  7663452  , 31  , 50
  7663555  , 31  , 50
  7663659  , 31  , 50
  7663762  , 31  , 50
  7663865  , 31  , 50
  7663969  , 31  , 50
  7664072  , 31  , 50
  7664175  , 31  , 50
  7664278  , 31  , 50
  7664381  , 31  , 50
  7664485  , 31  , 50
  7664588  , 31  , 50
  7664692  , 31  , 50
  7664795  , 31  , 50
  7664898  , 31  , 50
  7665001  , 31  , 50
  7665104  , 31  , 50
  7665208  , 31  , 50
  7665311  , 31  , 50
  7665415  , 31  , 50
  7665518  , 31  , 50
  7665620  , 31  , 50
  7665724  , 31  , 50
  7665827  , 31  , 50
  7665931  , 31  , 50
  7666034  , 31  , 50
  7666138  , 31  , 50
  7666241  , 31  , 50
  7666343  , 31  , 50
  7666447  , 31  , 50
  7666550  , 31  , 50
  7666654  , 31  , 50
  7666757  , 31  , 50
  7666861  , 31  , 50
  7666964  , 31  , 50
  7667067  , 31  , 50
  7667170  , 31  , 50
  7667273  , 31  , 50
  7667377  , 31  , 50
  7667480  , 31  , 50
  7667584  , 31  , 50
  7667687  , 31  , 50
  7667790  , 31  , 50
  7667893  , 31  , 50
  7667996  , 31  , 50
  7668100  , 31  , 50
  7668203  , 31  , 50
  7668306  , 31  , 50
  7668410  , 31  , 50
  7668513  , 31  , 50
  7668616  , 31  , 50
  7668719  , 31  , 50
  7668823  , 31  , 50
  7668926  , 31  , 50
  7669029  , 31  , 50
  7669133  , 31  , 50
  7669236  , 31  , 50
  7669339  , 31  , 50
  7669442  , 31  , 50
  7669545  , 31  , 50
  7669649  , 31  , 50
  7669752  , 31  , 50
  7669856  , 31  , 50
  7669959  , 31  , 50
  7670062  , 31  , 50
  7670165  , 31  , 50
  7670268  , 31  , 50
  7670372  , 31  , 50
  7670475  , 31  , 50
  7670579  , 31  , 50
  7670682  , 31  , 50
  7670785  , 31  , 50
  7670888  , 31  , 50
  7670991  , 31  , 50
  7671095  , 31  , 50
  7671198  , 31  , 50
  7671302  , 31  , 50
  7671405  , 31  , 50
  7671507  , 31  , 50
  7671611  , 31  , 50
  7671714  , 31  , 50
  7671818  , 31  , 50
  7671921  , 31  , 50
  7672025  , 31  , 50
  7672128  , 31  , 50
  7672231  , 31  , 50
  7672334  , 31  , 50
  7672437  , 31  , 50
  7672541  , 31  , 50
  7672644  , 31  , 50
  7672748  , 31  , 50
  7672851  , 31  , 50
  7672953  , 31  , 50
  7673057  , 31  , 50
  7673160  , 31  , 50
  7673264  , 31  , 50
  7673367  , 31  , 50
  7673470  , 31  , 50
  7673574  , 31  , 50
  7673677  , 31  , 50
  7673780  , 31  , 50
  7673883  , 31  , 50
  7673987  , 31  , 50
  7674090  , 31  , 50
  7674193  , 31  , 50
  7674297  , 31  , 50
  7674400  , 31  , 50
  7674503  , 31  , 50
  7674606  , 31  , 50
  7674710  , 31  , 50
  7674813  , 31  , 50
  7674916  , 31  , 50
  7675020  , 31  , 50
  7675123  , 31  , 50
  7675226  , 31  , 50
  7675329  , 31  , 50
  7675432  , 31  , 50
  7675536  , 31  , 50
  7675639  , 31  , 50
  7675743  , 31  , 50
  7675846  , 31  , 50
  7675949  , 31  , 50
  7676052  , 31  , 50
  7676155  , 31  , 50
  7676259  , 31  , 50
  7676362  , 31  , 50
  7676466  , 31  , 50
  7676569  , 31  , 50
  7676672  , 31  , 50
  7676775  , 31  , 50
  7676878  , 31  , 50
  7676982  , 31  , 50
  7677085  , 31  , 50
  7677189  , 31  , 50
  7677292  , 31  , 50
  7677394  , 31  , 50
  7677498  , 31  , 50
  7677601  , 31  , 50
  7677705  , 31  , 50
  7677808  , 31  , 50
  7677912  , 31  , 50
  7678015  , 31  , 50
  7678117  , 31  , 50
  7678221  , 31  , 50
  7678324  , 31  , 50
  7678428  , 31  , 50
  7678531  , 31  , 50
  7678635  , 31  , 50
  7678738  , 31  , 50
  7678840  , 31  , 50
  7678944  , 31  , 50
  7679047  , 31  , 50
  7679151  , 31  , 50
  7679254  , 31  , 50
  7679357  , 31  , 50
  7679461  , 31  , 50
  7679563  , 31  , 50
  7679667  , 31  , 50
  7679770  , 31  , 50
  7679874  , 31  , 50
  7679977  , 31  , 50
  7680080  , 31  , 50
  7680184  , 31  , 50
  7680286  , 31  , 50
  7680390  , 31  , 50
  7680493  , 31  , 50
  7680596  , 31  , 50
  7680700  , 31  , 50
  7680803  , 31  , 50
  7680907  , 31  , 50
  7681009  , 31  , 50
  7681113  , 31  , 50
  7681216  , 31  , 50
  7681319  , 31  , 50
  7681423  , 31  , 50
  7681526  , 31  , 50
  7681630  , 31  , 50
  7681733  , 31  , 50
  7681836  , 31  , 50
  7681939  , 31  , 50
  7682042  , 31  , 50
  7682146  , 31  , 50
  7682249  , 31  , 50
  7682353  , 31  , 50
  7682456  , 31  , 50
  7682558  , 31  , 50
  7682662  , 31  , 50
  7682765  , 31  , 50
  7682869  , 31  , 50
  7682972  , 31  , 50
  7683076  , 31  , 50
  7683179  , 31  , 50
  7683281  , 31  , 50
  7683385  , 31  , 50
  7683488  , 31  , 50
  7683592  , 31  , 50
  7683695  , 31  , 50
  7683799  , 31  , 50
  7683902  , 31  , 50
  7684004  , 31  , 50
  7684108  , 31  , 50
  7684211  , 31  , 50
  7684315  , 31  , 50
  7684418  , 31  , 50
  7684521  , 31  , 50
  7684625  , 31  , 50
  7684727  , 31  , 50
  7684831  , 32  , 50
  7684934  , 31  , 65
  7685067  , 31  , 65
  7685200  , 31  , 65
  7685335  , 31  , 65
  7685468  , 31  , 65
  7685601  , 31  , 65
  7685734  , 31  , 65
  7685867  , 31  , 65
  7686000  , 31  , 65
  7686134  , 31  , 65
  7686267  , 31  , 65
  7686401  , 31  , 65
  7686534  , 31  , 65
  7686667  , 31  , 65
  7686800  , 31  , 65
  7686933  , 31  , 65
  7687067  , 31  , 65
  7687200  , 31  , 65
  7687333  , 31  , 65
  7687467  , 31  , 65
  7687600  , 31  , 65
  7687733  , 31  , 65
  7687867  , 31  , 65
  7688000  , 31  , 65
  7688133  , 31  , 65
  7688266  , 31  , 65
  7688399  , 31  , 65
  7688532  , 31  , 65
  7688666  , 31  , 65
  7688800  , 31  , 65
  7688933  , 31  , 65
  7689066  , 31  , 65
  7689199  , 31  , 65
  7689332  , 31  , 65
  7689465  , 31  , 65
  7689600  , 31  , 65
  7689733  , 31  , 65
  7689866  , 31  , 65
  7689999  , 31  , 65
  7690132  , 31  , 65
  7690265  , 31  , 65
  7690399  , 31  , 65
  7690532  , 31  , 65
  7690665  , 31  , 65
  7690799  , 31  , 65
  7690932  , 31  , 65
  7691065  , 31  , 65
  7691199  , 31  , 65
  7691332  , 31  , 65
  7691465  , 31  , 65
  7691598  , 31  , 65
  7691731  , 31  , 65
  7691865  , 31  , 65
  7691998  , 31  , 65
  7692132  , 31  , 65
  7692265  , 31  , 65
  7692398  , 31  , 65
  7692531  , 31  , 65
  7692664  , 31  , 65
  7692797  , 31  , 65
  7692932  , 31  , 65
  7693065  , 31  , 65
  7693198  , 31  , 65
  7693331  , 31  , 65
  7693464  , 31  , 65
  7693597  , 31  , 65
  7693730  , 31  , 65
  7693864  , 31  , 65
  7693998  , 31  , 65
  7694131  , 32  , 50
  7694234  , 31  , 65
  7694367  , 31  , 65
  7694500  , 31  , 65
  7694633  , 31  , 65
  7694767  , 31  , 65
  7694901  , 32  , 50
  7695003  , 31  , 65
  7695137  , 31  , 65
  7695270  , 31  , 65
  7695404  , 31  , 65
  7695537  , 31  , 65
  7695670  , 31  , 65
  7695803  , 31  , 65
  7695937  , 31  , 65
  7696070  , 31  , 65
  7696203  , 31  , 65
  7696336  , 31  , 65
  7696470  , 31  , 65
  7696603  , 31  , 65
  7696736  , 31  , 65
  7696870  , 31  , 65
  7697003  , 32  , 50
  7697106  , 31  , 65
  7697240  , 31  , 65
  7697373  , 31  , 65
  7697506  , 31  , 65
  7697639  , 31  , 65
  7697772  , 31  , 65
  7697906  , 31  , 65
  7698039  , 31  , 65
  7698172  , 31  , 65
  7698306  , 31  , 65
  7698439  , 31  , 65
  7698572  , 31  , 65
  7698705  , 31  , 65
  7698839  , 31  , 65
  7698972  , 31  , 65
  7699105  , 31  , 65
  7699238  , 31  , 65
  7699372  , 31  , 65
  7699505  , 31  , 65
  7699639  , 31  , 65
  7699772  , 31  , 65
  7699905  , 31  , 65
  7700038  , 31  , 65
  7700171  , 31  , 65
  7700304  , 31  , 65
  7700438  , 32  , 50
  7700541  , 31  , 65
  7700674  , 31  , 65
  7700808  , 31  , 65
  7700941  , 31  , 65
  7701074  , 31  , 65
  7701208  , 31  , 65
  7701341  , 31  , 65
  7701474  , 31  , 65
  7701608  , 31  , 65
  7701741  , 31  , 65
  7701874  , 32  , 50
  7701978  , 31  , 65
  7702111  , 31  , 65
  7702244  , 31  , 65
  7702377  , 31  , 65
  7702510  , 32  , 50
  7702614  , 31  , 65
  7702747  , 31  , 65
  7702881  , 32  , 50
  7702983  , 31  , 65
  7703117  , 31  , 65
  7703250  , 31  , 65
  7703384  , 31  , 65
  7703517  , 31  , 65
  7703650  , 31  , 65
  7703783  , 31  , 65
  7703916  , 32  , 50
  7704019  , 31  , 65
  7704153  , 31  , 65
  7704287  , 31  , 65
  7704420  , 31  , 65
  7704553  , 31  , 65
  7704686  , 31  , 65
  7704819  , 31  , 65
  7704952  , 31  , 65
  7705086  , 31  , 65
  7705220  , 31  , 65
  7705353  , 31  , 65
  7705486  , 31  , 65
  7705619  , 31  , 65
  7705752  , 31  , 65
  7705885  , 31  , 65
  7706019  , 31  , 65
  7706152  , 31  , 65
  7706286  , 31  , 65
  7706419  , 31  , 65
  7706552  , 31  , 65
  7706685  , 31  , 65
  7706819  , 32  , 50
  7706921  , 31  , 65
  7707056  , 31  , 65
  7707189  , 31  , 65
  7707322  , 31  , 65
  7707455  , 31  , 65
  7707588  , 31  , 65
  7707721  , 31  , 65
  7707855  , 31  , 65
  7707988  , 31  , 65
  7708122  , 31  , 65
  7708255  , 31  , 65
  7708388  , 31  , 65
  7708521  , 31  , 65
  7708654  , 31  , 65
  7708788  , 31  , 65
  7708921  , 31  , 65
  7709054  , 31  , 65
  7709188  , 32  , 50
  7709291  , 31  , 65
  7709424  , 31  , 65
  7709557  , 31  , 65
  7709690  , 32  , 50
  7709794  , 31  , 65
  7709927  , 31  , 65
  7710061  , 31  , 65
  7710194  , 31  , 65
  7710327  , 31  , 65
  7710460  , 31  , 65
  7710594  , 32  , 50
  7710697  , 31  , 65
  7710830  , 31  , 65
  7710963  , 32  , 50
  7711067  , 31  , 65
  7711200  , 31  , 65
  7711333  , 31  , 65
  7711467  , 32  , 50
  7711570  , 32  , 50
  7711673  , 32  , 50
  7711776  , 32  , 50
  7711880  , 32  , 50
  7711983  , 31  , 65
  7712116  , 32  , 50
  7712220  , 31  , 65
  7712353  , 31  , 65
  7712486  , 31  , 65
  7712619  , 32  , 50
  7712722  , 32  , 50
  7712826  , 31  , 65
  7712959  , 31  , 65
  7713092  , 32  , 50
  7713196  , 31  , 65
  7713329  , 31  , 65
  7713463  , 31  , 65
  7713596  , 31  , 65
  7713729  , 31  , 65
  7713862  , 31  , 65
  7713995  , 31  , 65
  7714128  , 31  , 65
  7714263  , 32  , 50
  7714365  , 31  , 65
  7714499  , 32  , 50
  7714603  , 32  , 50
  7714705  , 32  , 50
  7714808  , 32  , 50
  7714912  , 32  , 50
  7715015  , 32  , 50
  7715119  , 32  , 50
  7715222  , 31  , 65
  7715355  , 31  , 65
  7715488  , 31  , 65
  7715621  , 31  , 65
  7715755  , 32  , 50
  7715858  , 32  , 50
  7715961  , 32  , 50
  7716065  , 32  , 50
  7716168  , 31  , 65
  7716301  , 31  , 65
  7716434  , 32  , 50
  7716538  , 32  , 50
  7716641  , 31  , 65
  7716774  , 32  , 50
  7716878  , 31  , 65
  7717011  , 31  , 65
  7717144  , 31  , 65
  7717277  , 31  , 65
  7717410  , 32  , 50
  7717514  , 31  , 65
  7717647  , 31  , 65
  7717781  , 32  , 50
  7717883  , 32  , 50
  7717987  , 31  , 65
  7718120  , 31  , 65
  7718254  , 32  , 50
  7718356  , 32  , 50
  7718460  , 31  , 65
  7718593  , 31  , 65
  7718727  , 31  , 65
  7718860  , 32  , 50
  7718964  , 31  , 65
  7719097  , 31  , 65
  7719230  , 32  , 50
  7719333  , 32  , 50
  7719437  , 31  , 65
  7719570  , 31  , 65
  7719703  , 32  , 50
